REF_AREA,REF_AREA_LABEL,TIME_PERIOD,CPI_PERC,YEAR,CONTINENT
AFG,Afghanistan,2005-01-01,12.390806,2005,Asia
AFG,Afghanistan,2005-02-01,12.910043,2005,Asia
AFG,Afghanistan,2005-03-01,13.17081,2005,Asia
AFG,Afghanistan,2005-04-01,12.768767,2005,Asia
AFG,Afghanistan,2005-05-01,15.821999,2005,Asia
AFG,Afghanistan,2005-06-01,11.261702,2005,Asia
AFG,Afghanistan,2005-07-01,13.205706,2005,Asia
AFG,Afghanistan,2005-08-01,13.860134,2005,Asia
AFG,Afghanistan,2005-09-01,12.232848,2005,Asia
AFG,Afghanistan,2005-10-01,10.496711,2005,Asia
AFG,Afghanistan,2005-11-01,12.621946,2005,Asia
AFG,Afghanistan,2005-12-01,10.533403,2005,Asia
AFG,Afghanistan,2006-01-01,10.635895,2006,Asia
AFG,Afghanistan,2006-02-01,9.202096,2006,Asia
AFG,Afghanistan,2006-03-01,7.347097,2006,Asia
AFG,Afghanistan,2006-04-01,6.958704,2006,Asia
AFG,Afghanistan,2006-05-01,5.943392,2006,Asia
AFG,Afghanistan,2006-06-01,5.059471,2006,Asia
AFG,Afghanistan,2006-07-01,4.970799,2006,Asia
AFG,Afghanistan,2006-08-01,5.533717,2006,Asia
AFG,Afghanistan,2006-09-01,5.032492,2006,Asia
AFG,Afghanistan,2006-10-01,4.946501,2006,Asia
AFG,Afghanistan,2006-11-01,5.13326,2006,Asia
AFG,Afghanistan,2006-12-01,4.90067,2006,Asia
AFG,Afghanistan,2007-01-01,5.042705,2007,Asia
AFG,Afghanistan,2007-02-01,5.195096,2007,Asia
AFG,Afghanistan,2007-03-01,6.009555,2007,Asia
AFG,Afghanistan,2007-04-01,7.539227,2007,Asia
AFG,Afghanistan,2007-05-01,9.503817,2007,Asia
AFG,Afghanistan,2007-06-01,11.737634,2007,Asia
AFG,Afghanistan,2007-07-01,12.618223,2007,Asia
AFG,Afghanistan,2007-08-01,12.737165,2007,Asia
AFG,Afghanistan,2007-09-01,15.504637,2007,Asia
AFG,Afghanistan,2007-10-01,15.746259,2007,Asia
AFG,Afghanistan,2007-11-01,21.135318,2007,Asia
AFG,Afghanistan,2007-12-01,24.421354,2007,Asia
AFG,Afghanistan,2008-01-01,30.310976,2008,Asia
AFG,Afghanistan,2008-02-01,27.506519,2008,Asia
AFG,Afghanistan,2008-03-01,28.265021,2008,Asia
AFG,Afghanistan,2008-04-01,48.141486,2008,Asia
AFG,Afghanistan,2008-05-01,61.056952,2008,Asia
AFG,Afghanistan,2008-06-01,48.254535,2008,Asia
AFG,Afghanistan,2008-07-01,48.300067,2008,Asia
AFG,Afghanistan,2008-08-01,50.992352,2008,Asia
AFG,Afghanistan,2008-09-01,48.150504,2008,Asia
AFG,Afghanistan,2008-10-01,43.290432,2008,Asia
AFG,Afghanistan,2008-11-01,32.689509,2008,Asia
AFG,Afghanistan,2008-12-01,26.679117,2008,Asia
AFG,Afghanistan,2009-01-01,16.731185,2009,Asia
AFG,Afghanistan,2009-02-01,11.230655,2009,Asia
AFG,Afghanistan,2009-03-01,3.099287,2009,Asia
AFG,Afghanistan,2009-04-01,-14.951265,2009,Asia
AFG,Afghanistan,2009-05-01,-23.910326,2009,Asia
AFG,Afghanistan,2009-06-01,-19.214225,2009,Asia
AFG,Afghanistan,2009-07-01,-20.294408,2009,Asia
AFG,Afghanistan,2009-08-01,-21.005404,2009,Asia
AFG,Afghanistan,2009-09-01,-21.504898,2009,Asia
AFG,Afghanistan,2009-10-01,-19.852365,2009,Asia
AFG,Afghanistan,2009-11-01,-17.939489,2009,Asia
AFG,Afghanistan,2009-12-01,-18.09958,2009,Asia
AFG,Afghanistan,2010-01-01,-17.076821,2010,Asia
AFG,Afghanistan,2010-02-01,-12.453857,2010,Asia
AFG,Afghanistan,2010-03-01,-7.039293,2010,Asia
AFG,Afghanistan,2010-04-01,-2.861015,2010,Asia
AFG,Afghanistan,2010-05-01,-1.356283,2010,Asia
AFG,Afghanistan,2010-06-01,1.073549,2010,Asia
AFG,Afghanistan,2010-07-01,2.627739,2010,Asia
AFG,Afghanistan,2010-08-01,4.113038,2010,Asia
AFG,Afghanistan,2010-09-01,4.833176,2010,Asia
AFG,Afghanistan,2010-10-01,6.136953,2010,Asia
AFG,Afghanistan,2010-11-01,10.294222,2010,Asia
AFG,Afghanistan,2010-12-01,12.843992,2010,Asia
AFG,Afghanistan,2011-01-01,15.442461,2011,Asia
AFG,Afghanistan,2011-02-01,15.402889,2011,Asia
AFG,Afghanistan,2011-03-01,13.808369,2011,Asia
AFG,Afghanistan,2011-04-01,13.729789,2011,Asia
AFG,Afghanistan,2011-05-01,13.321555,2011,Asia
AFG,Afghanistan,2011-06-01,11.05466,2011,Asia
AFG,Afghanistan,2011-07-01,11.547364,2011,Asia
AFG,Afghanistan,2011-08-01,9.344366,2011,Asia
AFG,Afghanistan,2011-09-01,6.506183,2011,Asia
AFG,Afghanistan,2011-10-01,8.36329,2011,Asia
AFG,Afghanistan,2011-11-01,5.645689,2011,Asia
AFG,Afghanistan,2011-12-01,5.94683,2011,Asia
AFG,Afghanistan,2012-01-01,5.193009,2012,Asia
AFG,Afghanistan,2012-02-01,5.101171,2012,Asia
AFG,Afghanistan,2012-03-01,6.997124,2012,Asia
AFG,Afghanistan,2012-04-01,7.420967,2012,Asia
AFG,Afghanistan,2012-05-01,7.225344,2012,Asia
AFG,Afghanistan,2012-06-01,5.443715,2012,Asia
AFG,Afghanistan,2012-07-01,2.620311,2012,Asia
AFG,Afghanistan,2012-08-01,2.391246,2012,Asia
AFG,Afghanistan,2012-09-01,3.486407,2012,Asia
AFG,Afghanistan,2012-10-01,2.141406,2012,Asia
AFG,Afghanistan,2012-11-01,4.516943,2012,Asia
AFG,Afghanistan,2012-12-01,4.539537,2012,Asia
AFG,Afghanistan,2013-01-01,5.066044,2013,Asia
AFG,Afghanistan,2013-02-01,6.339626,2013,Asia
AFG,Afghanistan,2013-03-01,5.180924,2013,Asia
AFG,Afghanistan,2013-04-01,6.50363,2013,Asia
AFG,Afghanistan,2013-05-01,5.225325,2013,Asia
AFG,Afghanistan,2013-06-01,6.931698,2013,Asia
AFG,Afghanistan,2013-07-01,9.705699,2013,Asia
AFG,Afghanistan,2013-08-01,9.98897,2013,Asia
AFG,Afghanistan,2013-09-01,9.096802,2013,Asia
AFG,Afghanistan,2013-10-01,8.809451,2013,Asia
AFG,Afghanistan,2013-11-01,8.365253,2013,Asia
AFG,Afghanistan,2013-12-01,9.622056,2013,Asia
AFG,Afghanistan,2014-01-01,9.092442,2014,Asia
AFG,Afghanistan,2014-02-01,8.522722,2014,Asia
AFG,Afghanistan,2014-03-01,10.044094,2014,Asia
AFG,Afghanistan,2014-04-01,9.548807,2014,Asia
AFG,Afghanistan,2014-05-01,10.658337,2014,Asia
AFG,Afghanistan,2014-06-01,9.698489,2014,Asia
AFG,Afghanistan,2014-07-01,10.050818,2014,Asia
AFG,Afghanistan,2014-08-01,7.109336,2014,Asia
AFG,Afghanistan,2014-09-01,6.818086,2014,Asia
AFG,Afghanistan,2014-10-01,5.936759,2014,Asia
AFG,Afghanistan,2014-11-01,3.124351,2014,Asia
AFG,Afghanistan,2014-12-01,2.947278,2014,Asia
AFG,Afghanistan,2015-01-01,2.957042,2015,Asia
AFG,Afghanistan,2015-02-01,1.380448,2015,Asia
AFG,Afghanistan,2015-03-01,-0.58437,2015,Asia
AFG,Afghanistan,2015-04-01,-2.580623,2015,Asia
AFG,Afghanistan,2015-05-01,-2.955767,2015,Asia
AFG,Afghanistan,2015-06-01,-2.194086,2015,Asia
AFG,Afghanistan,2015-07-01,-4.487919,2015,Asia
AFG,Afghanistan,2015-08-01,-2.769992,2015,Asia
AFG,Afghanistan,2015-09-01,-0.426525,2015,Asia
AFG,Afghanistan,2015-10-01,-0.110944,2015,Asia
AFG,Afghanistan,2015-11-01,1.070726,2015,Asia
AFG,Afghanistan,2015-12-01,0.780271,2015,Asia
AFG,Afghanistan,2016-01-01,1.117175,2016,Asia
AFG,Afghanistan,2016-02-01,3.347968,2016,Asia
AFG,Afghanistan,2016-03-01,4.877748,2016,Asia
AFG,Afghanistan,2016-04-01,5.629523,2016,Asia
AFG,Afghanistan,2016-05-01,5.242233,2016,Asia
AFG,Afghanistan,2016-06-01,6.115633,2016,Asia
AFG,Afghanistan,2016-07-01,7.975064,2016,Asia
AFG,Afghanistan,2016-08-01,7.896962,2016,Asia
AFG,Afghanistan,2016-09-01,7.011259,2016,Asia
AFG,Afghanistan,2016-10-01,6.557299,2016,Asia
AFG,Afghanistan,2016-11-01,6.55828,2016,Asia
AFG,Afghanistan,2016-12-01,5.890785,2016,Asia
AFG,Afghanistan,2017-01-01,4.730651,2017,Asia
AFG,Afghanistan,2017-02-01,4.553673,2017,Asia
AFG,Afghanistan,2017-03-01,10.028383,2017,Asia
AFG,Afghanistan,2017-04-01,9.36788,2017,Asia
AFG,Afghanistan,2017-05-01,10.723921,2017,Asia
AFG,Afghanistan,2017-06-01,10.87936,2017,Asia
AFG,Afghanistan,2017-07-01,7.353894,2017,Asia
AFG,Afghanistan,2017-08-01,5.862761,2017,Asia
AFG,Afghanistan,2017-09-01,5.37764,2017,Asia
AFG,Afghanistan,2017-10-01,5.435571,2017,Asia
AFG,Afghanistan,2017-11-01,4.66338,2017,Asia
AFG,Afghanistan,2017-12-01,4.513232,2017,Asia
AFG,Afghanistan,2018-01-01,5.536005,2018,Asia
AFG,Afghanistan,2018-02-01,4.356706,2018,Asia
AFG,Afghanistan,2018-03-01,-1.623142,2018,Asia
AFG,Afghanistan,2018-04-01,-2.562263,2018,Asia
AFG,Afghanistan,2018-05-01,-3.630195,2018,Asia
AFG,Afghanistan,2018-06-01,-4.995025,2018,Asia
AFG,Afghanistan,2018-07-01,-3.473387,2018,Asia
AFG,Afghanistan,2018-08-01,-2.546416,2018,Asia
AFG,Afghanistan,2018-09-01,-1.927739,2018,Asia
AFG,Afghanistan,2018-10-01,-0.85096,2018,Asia
AFG,Afghanistan,2018-11-01,-0.534389,2018,Asia
AFG,Afghanistan,2018-12-01,-0.300622,2018,Asia
AFG,Afghanistan,2019-01-01,-0.413473,2019,Asia
AFG,Afghanistan,2019-02-01,0.140873,2019,Asia
AFG,Afghanistan,2019-03-01,2.621606,2019,Asia
AFG,Afghanistan,2019-04-01,5.115616,2019,Asia
AFG,Afghanistan,2019-05-01,7.040566,2019,Asia
AFG,Afghanistan,2019-06-01,5.855055,2019,Asia
AFG,Afghanistan,2019-07-01,4.705319,2019,Asia
AFG,Afghanistan,2019-08-01,5.282653,2019,Asia
AFG,Afghanistan,2019-09-01,4.133009,2019,Asia
AFG,Afghanistan,2019-10-01,2.846178,2019,Asia
AFG,Afghanistan,2019-11-01,3.295215,2019,Asia
AFG,Afghanistan,2019-12-01,4.914624,2019,Asia
AFG,Afghanistan,2020-01-01,5.985349,2020,Asia
AFG,Afghanistan,2020-02-01,6.428874,2020,Asia
AFG,Afghanistan,2020-03-01,5.072793,2020,Asia
AFG,Afghanistan,2020-04-01,16.562751,2020,Asia
AFG,Afghanistan,2020-05-01,12.924873,2020,Asia
AFG,Afghanistan,2020-06-01,12.87974,2020,Asia
AFG,Afghanistan,2020-07-01,12.706463,2020,Asia
AFG,Afghanistan,2020-08-01,10.896275,2020,Asia
AFG,Afghanistan,2020-09-01,9.405179,2020,Asia
AFG,Afghanistan,2020-10-01,9.750869,2020,Asia
AFG,Afghanistan,2020-11-01,9.872646,2020,Asia
AFG,Afghanistan,2020-12-01,7.503425,2020,Asia
AFG,Afghanistan,2021-01-01,6.097938,2021,Asia
AFG,Afghanistan,2021-02-01,5.320133,2021,Asia
AFG,Afghanistan,2021-03-01,4.964755,2021,Asia
AFG,Afghanistan,2021-04-01,-4.7331,2021,Asia
AFG,Afghanistan,2021-05-01,-1.59944,2021,Asia
AFG,Afghanistan,2021-06-01,-0.367404,2021,Asia
AFG,Afghanistan,2021-07-01,2.027468,2021,Asia
AFG,Afghanistan,2021-08-01,2.94889,2021,Asia
AFG,Afghanistan,2021-09-01,9.80386,2021,Asia
AFG,Afghanistan,2021-10-01,12.892184,2021,Asia
AFG,Afghanistan,2021-11-01,12.711813,2021,Asia
AFG,Afghanistan,2021-12-01,17.739358,2021,Asia
AFG,Afghanistan,2022-01-01,19.960327,2022,Asia
AFG,Afghanistan,2022-02-01,21.864799,2022,Asia
AFG,Afghanistan,2022-03-01,21.4542,2022,Asia
AFG,Afghanistan,2022-04-01,23.785,2022,Asia
AFG,Afghanistan,2022-05-01,23.232251,2022,Asia
AFG,Afghanistan,2022-06-01,25.966048,2022,Asia
AFG,Afghanistan,2022-07-01,24.883413,2022,Asia
AFG,Afghanistan,2022-08-01,23.150555,2022,Asia
AFG,Afghanistan,2022-09-01,17.587713,2022,Asia
AFG,Afghanistan,2022-10-01,12.290635,2022,Asia
AFG,Afghanistan,2022-11-01,10.822891,2022,Asia
AFG,Afghanistan,2022-12-01,5.208526,2022,Asia
AFG,Afghanistan,2023-01-01,3.17498,2023,Asia
AFG,Afghanistan,2023-02-01,3.090923,2023,Asia
AFG,Afghanistan,2023-03-01,2.385266,2023,Asia
AFG,Afghanistan,2023-04-01,-3.296048,2023,Asia
AFG,Afghanistan,2023-05-01,-5.849302,2023,Asia
AFG,Afghanistan,2023-06-01,-11.157824,2023,Asia
AFG,Afghanistan,2023-07-01,-12.644822,2023,Asia
AFG,Afghanistan,2023-08-01,-11.175702,2023,Asia
AFG,Afghanistan,2023-09-01,-13.323986,2023,Asia
AFG,Afghanistan,2023-10-01,-12.083122,2023,Asia
AFG,Afghanistan,2023-11-01,-13.962613,2023,Asia
AFG,Afghanistan,2023-12-01,-14.543546,2023,Asia
AFG,Afghanistan,2024-01-01,-15.071067,2024,Asia
AFG,Afghanistan,2024-02-01,-14.373551,2024,Asia
AFG,Afghanistan,2024-03-01,-13.753044,2024,Asia
AFG,Afghanistan,2024-04-01,-12.13897,2024,Asia
AFG,Afghanistan,2024-05-01,-11.462043,2024,Asia
AFG,Afghanistan,2024-06-01,-9.770695,2024,Asia
AFG,Afghanistan,2024-07-01,-10.466572,2024,Asia
AFG,Afghanistan,2024-08-01,-11.450447,2024,Asia
AFG,Afghanistan,2024-09-01,-8.160776,2024,Asia
AFG,Afghanistan,2024-10-01,-9.153128,2024,Asia
AFG,Afghanistan,2024-11-01,-7.034844,2024,Asia
AFG,Afghanistan,2024-12-01,-4.509165,2024,Asia
ALA,Aland Islands,2005-01-01,-1.634255,2005,Europe
ALA,Aland Islands,2005-02-01,0.669786,2005,Europe
ALA,Aland Islands,2005-03-01,0.576712,2005,Europe
ALA,Aland Islands,2005-04-01,-0.931167,2005,Europe
ALA,Aland Islands,2005-05-01,0.101047,2005,Europe
ALA,Aland Islands,2005-06-01,-0.055509,2005,Europe
ALA,Aland Islands,2005-07-01,-0.073073,2005,Europe
ALA,Aland Islands,2005-08-01,-0.092353,2005,Europe
ALA,Aland Islands,2005-09-01,-2.420755,2005,Europe
ALA,Aland Islands,2005-10-01,-0.755343,2005,Europe
ALA,Aland Islands,2005-11-01,0.56602,2005,Europe
ALA,Aland Islands,2005-12-01,1.653896,2005,Europe
ALA,Aland Islands,2006-01-01,2.190459,2006,Europe
ALA,Aland Islands,2006-02-01,1.713452,2006,Europe
ALA,Aland Islands,2006-03-01,1.301538,2006,Europe
ALA,Aland Islands,2006-04-01,2.285293,2006,Europe
ALA,Aland Islands,2006-05-01,1.404056,2006,Europe
ALA,Aland Islands,2006-06-01,2.193835,2006,Europe
ALA,Aland Islands,2006-07-01,0.182815,2006,Europe
ALA,Aland Islands,2006-08-01,1.312627,2006,Europe
ALA,Aland Islands,2006-09-01,2.602509,2006,Europe
ALA,Aland Islands,2006-10-01,2.283275,2006,Europe
ALA,Aland Islands,2006-11-01,2.232884,2006,Europe
ALA,Aland Islands,2006-12-01,1.663756,2006,Europe
ALA,Aland Islands,2007-01-01,1.81653,2007,Europe
ALA,Aland Islands,2007-02-01,0.716846,2007,Europe
ALA,Aland Islands,2007-03-01,0.539084,2007,Europe
ALA,Aland Islands,2007-04-01,2.342342,2007,Europe
ALA,Aland Islands,2007-05-01,2.533937,2007,Europe
ALA,Aland Islands,2007-06-01,1.086957,2007,Europe
ALA,Aland Islands,2007-07-01,4.835766,2007,Europe
ALA,Aland Islands,2007-08-01,2.189781,2007,Europe
ALA,Aland Islands,2007-09-01,2.189781,2007,Europe
ALA,Aland Islands,2007-10-01,2.450091,2007,Europe
ALA,Aland Islands,2007-11-01,1.805054,2007,Europe
ALA,Aland Islands,2007-12-01,3.074141,2007,Europe
ALA,Aland Islands,2008-01-01,3.300624,2008,Europe
ALA,Aland Islands,2008-02-01,4.181495,2008,Europe
ALA,Aland Islands,2008-03-01,5.272565,2008,Europe
ALA,Aland Islands,2008-04-01,3.785211,2008,Europe
ALA,Aland Islands,2008-05-01,7.325684,2008,Europe
ALA,Aland Islands,2008-06-01,7.078853,2008,Europe
ALA,Aland Islands,2008-07-01,4.873803,2008,Europe
ALA,Aland Islands,2008-08-01,7.053571,2008,Europe
ALA,Aland Islands,2008-09-01,8.303571,2008,Europe
ALA,Aland Islands,2008-10-01,7.971656,2008,Europe
ALA,Aland Islands,2008-11-01,9.042553,2008,Europe
ALA,Aland Islands,2008-12-01,8.333333,2008,Europe
ALA,Aland Islands,2009-01-01,8.117444,2009,Europe
ALA,Aland Islands,2009-02-01,8.454313,2009,Europe
ALA,Aland Islands,2009-03-01,6.536503,2009,Europe
ALA,Aland Islands,2009-04-01,6.955047,2009,Europe
ALA,Aland Islands,2009-05-01,3.042763,2009,Europe
ALA,Aland Islands,2009-06-01,3.76569,2009,Europe
ALA,Aland Islands,2009-07-01,3.568465,2009,Europe
ALA,Aland Islands,2009-08-01,2.585488,2009,Europe
ALA,Aland Islands,2009-09-01,1.319044,2009,Europe
ALA,Aland Islands,2009-10-01,-4.757998,2009,Europe
ALA,Aland Islands,2009-11-01,-4.146341,2009,Europe
ALA,Aland Islands,2009-12-01,-2.995951,2009,Europe
ALA,Aland Islands,2010-01-01,-5.191693,2010,Europe
ALA,Aland Islands,2010-02-01,-4.409449,2010,Europe
ALA,Aland Islands,2010-03-01,-5.258964,2010,Europe
ALA,Aland Islands,2010-04-01,-4.123711,2010,Europe
ALA,Aland Islands,2010-05-01,-4.070231,2010,Europe
ALA,Aland Islands,2010-06-01,-4.516129,2010,Europe
ALA,Aland Islands,2010-07-01,-4.086538,2010,Europe
ALA,Aland Islands,2010-08-01,-2.357724,2010,Europe
ALA,Aland Islands,2010-09-01,-2.929211,2010,Europe
ALA,Aland Islands,2010-10-01,3.186908,2010,Europe
ALA,Aland Islands,2010-11-01,2.205259,2010,Europe
ALA,Aland Islands,2010-12-01,1.252087,2010,Europe
ALA,Aland Islands,2011-01-01,3.36984,2011,Europe
ALA,Aland Islands,2011-02-01,1.482702,2011,Europe
ALA,Aland Islands,2011-03-01,4.878049,2011,Europe
ALA,Aland Islands,2011-04-01,3.88751,2011,Europe
ALA,Aland Islands,2011-05-01,2.828619,2011,Europe
ALA,Aland Islands,2011-06-01,3.293919,2011,Europe
ALA,Aland Islands,2011-07-01,1.670844,2011,Europe
ALA,Aland Islands,2011-08-01,1.831807,2011,Europe
ALA,Aland Islands,2011-09-01,3.017603,2011,Europe
ALA,Aland Islands,2011-10-01,3.422371,2011,Europe
ALA,Aland Islands,2011-11-01,3.153527,2011,Europe
ALA,Aland Islands,2011-12-01,2.967848,2011,Europe
ALA,Aland Islands,2012-01-01,2.607987,2012,Europe
ALA,Aland Islands,2012-02-01,3.896104,2012,Europe
ALA,Aland Islands,2012-03-01,2.967121,2012,Europe
ALA,Aland Islands,2012-04-01,2.149682,2012,Europe
ALA,Aland Islands,2012-05-01,3.559871,2012,Europe
ALA,Aland Islands,2012-06-01,4.66067,2012,Europe
ALA,Aland Islands,2012-07-01,6.902219,2012,Europe
ALA,Aland Islands,2012-08-01,5.641864,2012,Europe
ALA,Aland Islands,2012-09-01,4.800651,2012,Europe
ALA,Aland Islands,2012-10-01,5.569007,2012,Europe
ALA,Aland Islands,2012-11-01,4.746581,2012,Europe
ALA,Aland Islands,2012-12-01,4.643715,2012,Europe
ALA,Aland Islands,2013-01-01,5.321684,2013,Europe
ALA,Aland Islands,2013-02-01,4.609375,2013,Europe
ALA,Aland Islands,2013-03-01,4.984424,2013,Europe
ALA,Aland Islands,2013-04-01,5.767732,2013,Europe
ALA,Aland Islands,2013-05-01,5.9375,2013,Europe
ALA,Aland Islands,2013-06-01,4.765625,2013,Europe
ALA,Aland Islands,2013-07-01,3.458878,2013,Europe
ALA,Aland Islands,2013-08-01,3.71517,2013,Europe
ALA,Aland Islands,2013-09-01,3.959627,2013,Europe
ALA,Aland Islands,2013-10-01,2.140673,2013,Europe
ALA,Aland Islands,2013-11-01,2.995392,2013,Europe
ALA,Aland Islands,2013-12-01,3.289977,2013,Europe
ALA,Aland Islands,2014-01-01,3.092006,2014,Europe
ALA,Aland Islands,2014-02-01,1.792382,2014,Europe
ALA,Aland Islands,2014-03-01,0.074184,2014,Europe
ALA,Aland Islands,2014-04-01,0.073692,2014,Europe
ALA,Aland Islands,2014-05-01,-0.737463,2014,Europe
ALA,Aland Islands,2014-06-01,0.745712,2014,Europe
ALA,Aland Islands,2014-07-01,0.742942,2014,Europe
ALA,Aland Islands,2014-08-01,0.48576,2014,Europe
ALA,Aland Islands,2014-09-01,1.092405,2014,Europe
ALA,Aland Islands,2014-10-01,0.431421,2014,Europe
ALA,Aland Islands,2014-11-01,0.853165,2014,Europe
ALA,Aland Islands,2014-12-01,0.356567,2014,Europe
ALA,Aland Islands,2015-01-01,-1.238607,2015,Europe
ALA,Aland Islands,2015-02-01,0.530904,2015,Europe
ALA,Aland Islands,2015-03-01,1.31039,2015,Europe
ALA,Aland Islands,2015-04-01,0.289526,2015,Europe
ALA,Aland Islands,2015-05-01,1.095498,2015,Europe
ALA,Aland Islands,2015-06-01,0.018845,2015,Europe
ALA,Aland Islands,2015-07-01,-1.137358,2015,Europe
ALA,Aland Islands,2015-08-01,0.352423,2015,Europe
ALA,Aland Islands,2015-09-01,-0.262927,2015,Europe
ALA,Aland Islands,2015-10-01,1.591512,2015,Europe
ALA,Aland Islands,2015-11-01,0.350877,2015,Europe
ALA,Aland Islands,2015-12-01,-0.700525,2015,Europe
ALA,Aland Islands,2016-01-01,-0.439367,2016,Europe
ALA,Aland Islands,2016-02-01,-2.424242,2016,Europe
ALA,Aland Islands,2016-03-01,-1.736111,2016,Europe
ALA,Aland Islands,2016-04-01,-0.43554,2016,Europe
ALA,Aland Islands,2016-05-01,-1.918047,2016,Europe
ALA,Aland Islands,2016-06-01,-1.843723,2016,Europe
ALA,Aland Islands,2016-07-01,0.0,2016,Europe
ALA,Aland Islands,2016-08-01,-0.877963,2016,Europe
ALA,Aland Islands,2016-09-01,-1.318102,2016,Europe
ALA,Aland Islands,2016-10-01,-1.740644,2016,Europe
ALA,Aland Islands,2016-11-01,-0.34965,2016,Europe
ALA,Aland Islands,2016-12-01,0.352734,2016,Europe
ALA,Aland Islands,2017-01-01,-0.70609,2017,Europe
ALA,Aland Islands,2017-02-01,1.952085,2017,Europe
ALA,Aland Islands,2017-03-01,0.706714,2017,Europe
ALA,Aland Islands,2017-04-01,-0.174978,2017,Europe
ALA,Aland Islands,2017-05-01,0.711111,2017,Europe
ALA,Aland Islands,2017-06-01,0.805009,2017,Europe
ALA,Aland Islands,2017-07-01,-0.176991,2017,Europe
ALA,Aland Islands,2017-08-01,0.974314,2017,Europe
ALA,Aland Islands,2017-09-01,0.979519,2017,Europe
ALA,Aland Islands,2017-10-01,0.531444,2017,Europe
ALA,Aland Islands,2017-11-01,0.175439,2017,Europe
ALA,Aland Islands,2017-12-01,1.054482,2017,Europe
ALA,Aland Islands,2018-01-01,1.422222,2018,Europe
ALA,Aland Islands,2018-02-01,0.870322,2018,Europe
ALA,Aland Islands,2018-03-01,1.22807,2018,Europe
ALA,Aland Islands,2018-04-01,0.876424,2018,Europe
ALA,Aland Islands,2018-05-01,1.676964,2018,Europe
ALA,Aland Islands,2018-06-01,2.040816,2018,Europe
ALA,Aland Islands,2018-07-01,2.12766,2018,Europe
ALA,Aland Islands,2018-08-01,1.140351,2018,Europe
ALA,Aland Islands,2018-09-01,3.174603,2018,Europe
ALA,Aland Islands,2018-10-01,2.907489,2018,Europe
ALA,Aland Islands,2018-11-01,1.488616,2018,Europe
ALA,Aland Islands,2018-12-01,0.695652,2018,Europe
ALA,Aland Islands,2019-01-01,1.928133,2019,Europe
ALA,Aland Islands,2019-02-01,2.243313,2019,Europe
ALA,Aland Islands,2019-03-01,1.906412,2019,Europe
ALA,Aland Islands,2019-04-01,2.780191,2019,Europe
ALA,Aland Islands,2019-05-01,2.083333,2019,Europe
ALA,Aland Islands,2019-06-01,2.521739,2019,Europe
ALA,Aland Islands,2019-07-01,1.649306,2019,Europe
ALA,Aland Islands,2019-08-01,2.168257,2019,Europe
ALA,Aland Islands,2019-09-01,-0.17094,2019,Europe
ALA,Aland Islands,2019-10-01,-0.171233,2019,Europe
ALA,Aland Islands,2019-11-01,1.3805,2019,Europe
ALA,Aland Islands,2019-12-01,3.108808,2019,Europe
ALA,Aland Islands,2020-01-01,3.095443,2020,Europe
ALA,Aland Islands,2020-02-01,1.603376,2020,Europe
ALA,Aland Islands,2020-03-01,0.510204,2020,Europe
ALA,Aland Islands,2020-04-01,0.0,2020,Europe
ALA,Aland Islands,2020-05-01,0.170068,2020,Europe
ALA,Aland Islands,2020-06-01,0.593723,2020,Europe
ALA,Aland Islands,2020-07-01,0.426985,2020,Europe
ALA,Aland Islands,2020-08-01,-0.764007,2020,Europe
ALA,Aland Islands,2020-09-01,1.284247,2020,Europe
ALA,Aland Islands,2020-10-01,1.200686,2020,Europe
ALA,Aland Islands,2020-11-01,0.851064,2020,Europe
ALA,Aland Islands,2020-12-01,-1.088777,2020,Europe
ALA,Aland Islands,2021-01-01,-1.084237,2021,Europe
ALA,Aland Islands,2021-02-01,-0.747508,2021,Europe
ALA,Aland Islands,2021-03-01,0.761421,2021,Europe
ALA,Aland Islands,2021-04-01,1.94421,2021,Europe
ALA,Aland Islands,2021-05-01,1.782683,2021,Europe
ALA,Aland Islands,2021-06-01,0.590219,2021,Europe
ALA,Aland Islands,2021-07-01,1.190476,2021,Europe
ALA,Aland Islands,2021-08-01,1.967494,2021,Europe
ALA,Aland Islands,2021-09-01,1.437025,2021,Europe
ALA,Aland Islands,2021-10-01,1.779661,2021,Europe
ALA,Aland Islands,2021-11-01,1.772152,2021,Europe
ALA,Aland Islands,2021-12-01,2.54022,2021,Europe
ALA,Aland Islands,2022-01-01,3.541315,2022,Europe
ALA,Aland Islands,2022-02-01,3.849372,2022,Europe
ALA,Aland Islands,2022-03-01,4.95382,2022,Europe
ALA,Aland Islands,2022-04-01,4.477612,2022,Europe
ALA,Aland Islands,2022-05-01,7.172644,2022,Europe
ALA,Aland Islands,2022-06-01,9.052808,2022,Europe
ALA,Aland Islands,2022-07-01,9.747899,2022,Europe
ALA,Aland Islands,2022-08-01,10.234899,2022,Europe
ALA,Aland Islands,2022-09-01,15.25,2022,Europe
ALA,Aland Islands,2022-10-01,15.154038,2022,Europe
ALA,Aland Islands,2022-11-01,16.003317,2022,Europe
ALA,Aland Islands,2022-12-01,16.597853,2022,Europe
ALA,Aland Islands,2023-01-01,16.042345,2023,Europe
ALA,Aland Islands,2023-02-01,17.082998,2023,Europe
ALA,Aland Islands,2023-03-01,17.44,2023,Europe
ALA,Aland Islands,2023-04-01,16.190476,2023,Europe
ALA,Aland Islands,2023-05-01,13.540856,2023,Europe
